id	description	en	local
def_compass_sensor_desc		The sensor has a display to visualise the direction of north. The measured output is taken relative to the white arrow on the face of the display.	The sensor has a display to visualise the direction of north. The measured output is taken relative to the white arrow on the face of the display.
def_compass_sensor_s_desc		A digital compass that outputs a number value representing the turn that must be made for it to face north.	A digital compass that outputs a number value representing the turn that must be made for it to face north.
def_compass_sensor_node_0_label		Compass Reading	Compass Reading
def_compass_sensor_node_0_desc		The angle measured in turns that the needle is rotated from the white arrow on the display.	The angle measured in turns that the needle is rotated from the white arrow on the display.
def_compass_sensor_node_1_label		Backlight	Backlight
def_compass_sensor_node_1_desc		Enables the backlight when receiving an on signal.	Enables the backlight when receiving an on signal.
def_compass_sensor_node_2_label		Electric	Electric
def_compass_sensor_node_2_desc		Electrical power connection.	Electrical power connection.
def_connector_electric_name		Electric Connector	Electric Connector
def_connector_electric_desc		Two electric connectors will attach when they are within close proximity. When connected, electric energy will flow freely between the connectors.	Two electric connectors will attach when they are within close proximity. When connected, electric energy will flow freely between the connectors.
def_connector_electric_s_desc		A small electric connector that can be used to transfer electric energy between vehicles.	A small electric connector that can be used to transfer electric energy between vehicles.
def_connector_electric_node_0_label		Release Connector	Release Connector
def_connector_electric_node_0_desc		Release the connector when receiving an on signal.	Release the connector when receiving an on signal.
def_connector_electric_node_1_label		Connected	Connected
def_connector_electric_node_1_desc		Outputs an on signal if the connector is attached to another connector.	Outputs an on signal if the connector is attached to another connector.
def_connector_electric_node_2_label		Electric	Electric
def_connector_electric_node_2_desc		Electrical power connection.	Electrical power connection.
def_connector_electric_node_3_label		Composite Data Send	Composite Data Send
def_connector_electric_node_3_desc		Composite data to send to the connected connector.	Composite data to send to the connected connector.
def_connector_electric_node_4_label		Composite Data Receive	Composite Data Receive
def_connector_electric_node_4_desc		Composite data to receive from the connected connector.	Composite data to receive from the connected connector.
def_connector_electric_node_5_label		Video Data Send	Video Data Send
def_connector_electric_node_5_desc		Video data to send to the connected connector.	Video data to send to the connected connector.
def_connector_electric_node_6_label		Video Data Receive	Video Data Receive
def_connector_electric_node_6_desc		Video data to receive from the connected connector.	Video data to receive from the connected connector.
def_connector_hardpoint_a_name		Hardpoint Connector Body	Hardpoint Connector Body
def_connector_hardpoint_a_desc		A hardpoint body will connect to a hardpoint attachment when correctly aligned, fixing the two components in place while transferring logic and fluid. The hardpoint body can release the connection by receiving an on/off input signal.	A hardpoint body will connect to a hardpoint attachment when correctly aligned, fixing the two components in place while transferring logic and fluid. The hardpoint body can release the connection by receiving an on/off input signal.
def_connector_hardpoint_a_s_desc		A hardpoint connector for building detachable vehicle sections.	A hardpoint connector for building detachable vehicle sections.
def_connector_hardpoint_a_node_0_label		Ordinance Type	Ordinance Type
def_connector_hardpoint_a_node_0_desc		Returns the ordinance type of the attached object.	Returns the ordinance type of the attached object.
def_connector_hardpoint_a_node_1_label		Release	Release
def_connector_hardpoint_a_node_1_desc		Release the connector when receiving an on signal.	Release the connector when receiving an on signal.
def_connector_hardpoint_a_node_2_label		Launch	Launch
def_connector_hardpoint_a_node_2_desc		Release the connector and activate the ordinance when receiving an on signal.	Release the connector and activate the ordinance when receiving an on signal.
def_connector_hardpoint_a_node_3_label		Fluid	Fluid
def_connector_hardpoint_a_node_3_desc		Fluid connection to link to another fluid connector.	Fluid connection to link to another fluid connector.
def_connector_hardpoint_a_node_4_label		Composite Data Send	Composite Data Send
def_connector_hardpoint_a_node_4_desc		Composite data to send to the connected connector.	Composite data to send to the connected connector.
def_connector_hardpoint_a_node_5_label		Composite Data Receive	Composite Data Receive
def_connector_hardpoint_a_node_5_desc		Composite data to receive from the connected connector.	Composite data to receive from the connected connector.
def_connector_hardpoint_a_node_6_label		Video Data Send	Video Data Send
def_connector_hardpoint_a_node_6_desc		Video data to send to the connected connector.	Video data to send to the connected connector.
def_connector_hardpoint_a_node_7_label		Video Data Receive	Video Data Receive
def_connector_hardpoint_a_node_7_desc		Video data to receive from the connected connector.	Video data to receive from the connected connector.
def_connector_hardpoint_a_node_8_label		Electric	Electric
def_connector_hardpoint_a_node_8_desc		Electrical power connection.	Electrical power connection.
def_connector_hardpoint_b_name		Hardpoint Connector Attachment	Hardpoint Connector Attachment
def_connector_hardpoint_b_desc		A hardpoint body will connect to a hardpoint attachment when correctly aligned, fixing the two components in place while transferring logic and fluid.	A hardpoint body will connect to a hardpoint attachment when correctly aligned, fixing the two components in place while transferring logic and fluid.
def_connector_hardpoint_b_s_desc		A hardpoint connector for building detachable vehicle sections.	A hardpoint connector for building detachable vehicle sections.
def_connector_hardpoint_b_node_0_label		Launched	Launched
def_connector_hardpoint_b_node_0_desc		Outputs an on signal if the connector is sent a launch signal by the parent.	Outputs an on signal if the connector is sent a launch signal by the parent.
def_connector_hardpoint_b_node_1_label		Fluid	Fluid
def_connector_hardpoint_b_node_1_desc		Fluid connection to link to another fluid connector.	Fluid connection to link to another fluid connector.
def_connector_hardpoint_b_node_2_label		Composite Data Send	Composite Data Send
def_connector_hardpoint_b_node_2_desc		Composite data to send to the connected connector.	Composite data to send to the connected connector.
def_connector_hardpoint_b_node_3_label		Composite Data Receive	Composite Data Receive
def_connector_hardpoint_b_node_3_desc		Composite data to receive from the connected connector.	Composite data to receive from the connected connector.
def_connector_hardpoint_b_node_4_label		Video Data Send	Video Data Send
def_connector_hardpoint_b_node_4_desc		Video data to send to the connected connector.	Video data to send to the connected connector.
def_connector_hardpoint_b_node_5_label		Video Data Receive	Video Data Receive
def_connector_hardpoint_b_node_5_desc		Video data to receive from the connected connector.	Video data to receive from the connected connector.
def_connector_hardpoint_b_node_6_label		Electric	Electric
def_connector_hardpoint_b_node_6_desc		Electrical power connection.	Electrical power connection.
def_connector_hinge_name		Hinge Connector	Hinge Connector
def_connector_hinge_desc		Two connectors will attach when they are within close proximity and both are switched on. They will connect along their long edge and hinge along this axis. An on/off output allows you to check whether or not this connector is currently attached to anything.	Two connectors will attach when they are within close proximity and both are switched on. They will connect along their long edge and hinge along this axis. An on/off output allows you to check whether or not this connector is currently attached to anything.
def_connector_hinge_s_desc		A small magnetic connector that can be used to attach two or more vehicles together.	A small magnetic connector that can be used to attach two or more vehicles together.
def_connector_hinge_node_0_label		Magnet Toggle	Magnet Toggle
def_connector_hinge_node_0_desc		Enables the connector's magnet when receiving an on signal.	Enables the connector's magnet when receiving an on signal.
def_connector_hinge_node_1_label		Connected	Connected
def_connector_hinge_node_1_desc		Outputs an on signal if the connector is attached to another connector.	Outputs an on signal if the connector is attached to another connector.
