id	description	en	local
def_engine_diesel_node_1_label		Starter	セルモーター
def_engine_diesel_node_1_desc		Increases the engine RPS using electrical power to start up the engine.	エンジンの始動のために, 電力を使用してエンジンを少し回転させます. エンジンが始動した後はオフにしてもエンジンは止まりません.
def_engine_diesel_node_2_label		RPS	動力
def_engine_diesel_node_2_desc		The power supplied by the engine for inputting to other components.	エンジンの動力を他の動力を必要とする部品に向けて出力します.
def_engine_diesel_node_3_label		Fuel	燃料
def_engine_diesel_node_3_desc		The fuel supply for the engine.	エンジンを動かすために供給される燃料です.
def_engine_diesel_node_4_label		Air	空気
def_engine_diesel_node_4_desc		The air supply for the engine.	エンジンを動かすために供給される空気です.
def_engine_diesel_node_5_label		In Coolant	冷却媒体吸入
def_engine_diesel_node_5_desc		The return flow (cold) for the coolant system.	冷却システムからの温度の低い冷却媒体を吸入します.
def_engine_diesel_node_6_label		Out Coolant	冷却媒体排出
def_engine_diesel_node_6_desc		The output flow (hot) for the coolant system.	冷却システムへ向けて温まった冷却媒体を排出します.
def_engine_diesel_node_7_label		Exhaust	排気
def_engine_diesel_node_7_desc		Out flow for combusted fumes from the engine.	エンジンからの排気ガスが排出されます.
def_engine_diesel_node_8_label		Exhaust	排気
def_engine_diesel_node_8_desc		Out flow for combusted fumes from the engine.	エンジンからの排気ガスが排出されます.
def_engine_diesel_node_9_label		RPS	秒間エンジン回転数
def_engine_diesel_node_9_desc		Output value giving data info on engine speed.	1秒間あたりのエンジンの回転数 (RPS) を出力します.
def_engine_diesel_node_10_label		Temperature	温度
def_engine_diesel_node_10_desc		Output value giving data info on engine temperature.	エンジンの温度を出力します.
def_engine_diesel_node_11_label		Electric	電力
def_engine_diesel_node_11_desc		Electrical power connection.	電力網から電力を供給します.
def_fan_large_name		Large Ducted Fan	ダクテッドファン (大)
def_fan_large_desc		The amount of force generated by the fan is directly linked to how much torque it receives from a connected engine.	得られる推進力の大きさはこのダクテットファンを回すエンジンの動力の大きさに依存します.
def_fan_large_s_desc		A large ducted fan used for propulsion.	推進力として使用する大型のダクテッドファンです.
def_fan_large_node_0_label		RPS	動力
def_fan_large_node_0_desc			エンジンからの動力を受け取ります.
def_fan_small_name		Small Ducted Fan	ダクテッドファン (小)
def_fan_small_desc		The amount of force generated by the fan is directly linked to how much torque it receives from a connected engine.	得られる推進力の大きさはこのダクテッドファンを回すエンジンの動力の大きさに依存します.
def_fan_small_s_desc		A small ducted fan used for propulsion.	推進力として使用する小型のダクテッドファンです.
def_fan_small_node_0_label		RPS	動力
def_fan_small_node_0_desc			エンジンからの動力を受け取ります.
def_fish_finder_name		Fishfinder	魚群探知機
def_fish_finder_desc		This sensor outputs the relative angle, distance and depth to a random detected fish within its range using sound waves when submerged.	この探知機は水中で音波を使用し, 範囲内の魚群を検知し, 対象の魚群までの相対的な角度を距離を出力します.
def_fish_finder_s_desc		A sensor that returns information about a fish within 100m when submerged.	水中設置すると100m以内の魚群情報を出力するセンサーです.
def_fish_finder_node_0_label		Electric	電力
def_fish_finder_node_0_desc		Electrical power connection.	電力網から電力を供給します.
def_fish_finder_node_1_label		Activate	起動
def_fish_finder_node_1_desc		Enable the Fishfinder.	オン信号を受け取ると魚群探知機を起動します.
def_fish_finder_node_2_label		Fish Data	魚群情報
def_fish_finder_node_2_desc		Outputs data for a detected fish. On/Off 1: Returns true when a fish is detected. Value 1: The yaw angle between the sensor and the detected fish measured in turns, Value 2: The horizontal distance from the sensor to the detected fish measured in metres, Value 3: The depth from the sensor to the fish measured in metres.	検出した魚群の情報を出力します: オンオフ1. 魚群を検出するとオン信号を出力します, 値1. 魚群までの相対的なヨー角度 (回転単位), 値2. 魚群までの水平距離 (メートル), 値3. 魚群までの水深 (メートル)
def_flare_launcher_name		Flare Launcher	発煙筒投擲機
def_flare_launcher_desc		Set the flare canister type and launch velocity in the component properties.	投擲する発煙筒の種類と投擲速度はプロパティウィンドウから設定できます.
def_flare_launcher_s_desc		Single-use flare launcher for signalling and illumination.	信号弾や照明弾として使用する単発の発煙筒投擲機です.
def_flare_launcher_node_0_label		Launch	投擲
def_flare_launcher_node_0_desc			オン信号を受け取ると発煙筒を投擲します.
def_flare_launcher_node_1_label		Launch Passthrough	空打ち
def_flare_launcher_node_1_desc			「投擲」ノードの信号を受け取ったが, 内容物がないときにオン信号が出力されます.
def_fluid_exhaust_name		Fluid Exhaust	排気口
def_fluid_exhaust_desc		Fluid can flow in and out of the port as part of a fluid system.	流体をこの排気口から吸入/排出できます.
def_fluid_exhaust_s_desc		An exhaust port for fluid systems.	流体の排出に使用する排気口です.
def_fluid_exhaust_node_0_label		Fluid	流体
def_fluid_exhaust_node_0_desc		Allows fluid to flow in and out of an enclosed volume or the ocean.	この排気口から吸入/排出を行う流体です.
def_fluid_filter_name		Fluid Filter	流体フィルター
def_fluid_filter_desc		The valve can be configured to select which fluids may pass across the two directional valve.	通す液体はプロパティウィンドウから設定できます.
